#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
     1414000       1.250092e-02       7.163681e-04       7.030404e-03       2.641382e-01       8.619865e-03       4.410149e-02
     1416000       1.292192e-02       5.195282e-04       6.918764e-03       2.036178e-01       7.267474e-03       4.314302e-02
     1418000       1.188009e-02       7.597739e-04       6.218667e-03       1.734837e-01       6.590568e-03       4.139596e-02
     1420000       1.195893e-02       7.535539e-04       6.635099e-03       1.759302e-01       6.315338e-03       4.164402e-02
     1422000       9.156932e-03       6.109785e-04       4.996423e-03       1.556650e-01       9.574725e-03       3.780593e-02
     1424000       9.874739e-03       9.801789e-04       5.269570e-03       2.153649e-01       6.585428e-03       3.673703e-02
     1426000       1.221798e-02       5.909453e-04       6.653806e-03       1.815704e-01       7.492972e-03       3.433922e-02
     1428000       1.547860e-02       4.179928e-04       8.785569e-03       2.216166e-01       1.023693e-02       4.129581e-02
     1430000       1.035850e-02       5.698032e-04       5.578652e-03       1.351645e-01       8.110703e-03       3.468861e-02
     1432000       1.572498e-02       6.885783e-04       8.723869e-03       1.805645e-01       7.058950e-03       4.119033e-02
     1434000       1.211414e-02       7.492938e-04       6.539792e-03       1.591574e-01       4.630209e-03       3.641139e-02
     1436000       9.383888e-03       9.081032e-04       5.135625e-03       2.226123e-01       5.499733e-03       4.137589e-02
     1438000       1.586902e-02       4.016831e-04       8.132933e-03       1.663656e-01       8.609297e-03       3.750535e-02
     1440000       1.264365e-02       7.752075e-04       6.965143e-03       1.210212e-01       6.761813e-03       3.435211e-02
     1442000       8.915606e-03       1.244772e-04       4.774185e-03       1.720329e-01       9.557768e-03       3.455458e-02
     1444000       1.332396e-02       3.431160e-04       7.464316e-03       1.682715e-01       7.046684e-03       3.457773e-02
     1446000       1.223536e-02       4.275518e-04       6.960128e-03       1.483670e-01       8.323762e-03       3.398206e-02
     1448000       1.317188e-02       4.421025e-04       7.467774e-03       1.393992e-01       7.443300e-03       3.448904e-02
     1450000       1.338165e-02       6.069768e-04       7.207911e-03       1.364949e-01       6.641022e-03       3.492841e-02
     1452000       1.384322e-02       2.571882e-04       7.699179e-03       1.787292e-01       6.280789e-03       3.850563e-02
     1454000       8.614468e-03       6.254739e-04       4.790197e-03       1.795572e-01       6.281418e-03       3.917005e-02
     1456000       9.764666e-03       6.797990e-04       5.165827e-03       1.760104e-01       8.253125e-03       3.772128e-02
     1458000       1.285122e-02       4.607922e-05       7.246680e-03       1.708692e-01       6.038624e-03       4.078305e-02
     1460000       8.470638e-03       5.330447e-04       4.714577e-03       1.568223e-01       9.544740e-03       3.591816e-02
     1462000       8.088869e-03       4.005095e-04       4.155957e-03       1.495414e-01       7.019681e-03       3.324959e-02
     1464000       4.879478e-03       5.177052e-04       2.441792e-03       2.187849e-01       5.241959e-03       3.671186e-02
     1466000       5.075001e-03       8.012459e-04       2.573765e-03       2.627550e-01       8.469613e-03       3.895215e-02
     1468000       1.142902e-02       3.468794e-04       6.436577e-03       2.225091e-01       8.041018e-03       4.243109e-02
     1470000       9.963084e-03       6.830069e-04       5.289791e-03       2.039180e-01       7.427910e-03       3.880693e-02
     1472000       9.001993e-03       7.506457e-04       5.218460e-03       2.012489e-01       8.840525e-03       3.588179e-02
     1474000       1.106815e-02       4.445000e-04       5.796025e-03       2.515559e-01       7.898078e-03       4.125286e-02
     1476000       3.291627e-03       7.398521e-04       1.893702e-03       1.679291e-01       8.955252e-03       3.488516e-02
     1478000       7.896793e-03       6.730093e-04       4.393367e-03       1.349277e-01       8.059617e-03       3.433030e-02
     1480000       1.243130e-02       4.379547e-04       7.073176e-03       1.824822e-01       5.679459e-03       3.602329e-02
     1482000       1.104997e-02       5.397236e-04       6.222260e-03       2.172809e-01       7.776719e-03       3.961039e-02
     1484000       1.372077e-02       1.046273e-03       7.212715e-03       1.782536e-01       5.275531e-03       3.892442e-02
     1486000       5.773618e-03       3.754168e-04       3.077023e-03       2.227873e-01       6.122315e-03       4.121180e-02
     1488000       5.170775e-03       1.083317e-03       2.639394e-03       2.821820e-01       8.831066e-03       4.673992e-02
     1490000       5.171451e-03       7.984644e-04       2.610281e-03       2.166259e-01       7.898052e-03       3.769176e-02
     1492000       4.671175e-03       1.088860e-03       2.666050e-03       2.030870e-01       7.816649e-03       3.856650e-02
     1494000       8.169848e-03       7.325187e-04       4.495216e-03       1.906115e-01       8.888485e-03       4.377224e-02
     1496000       8.372285e-03       1.007893e-03       4.455919e-03       2.405850e-01       8.109219e-03       4.682403e-02
     1498000       1.065339e-02       9.326236e-04       5.821527e-03       3.048211e-01       8.992775e-03       4.089190e-02
     1500000       1.311055e-02       7.423485e-04       7.374786e-03       2.890893e-01       7.835171e-03       4.342345e-02
     1502000       1.285015e-02       6.039942e-04       7.318813e-03       2.114641e-01       6.601771e-03       4.311726e-02
     1504000       6.924817e-03       7.463008e-04       3.723660e-03       1.485148e-01       9.678179e-03       3.548100e-02
     1506000       8.383070e-03       6.790249e-04       4.619826e-03       1.835678e-01       1.053362e-02       3.890633e-02
     1508000       1.167882e-02       8.806172e-04       6.703751e-03       1.636412e-01       8.450370e-03       3.872831e-02
     1510000       8.638358e-03       7.066795e-04       4.667983e-03       2.162286e-01       9.740146e-03       4.274096e-02
     1512000       1.287617e-02       9.759616e-04       7.196535e-03       2.345972e-01       6.397706e-03       5.019730e-02
     1514000       4.668565e-03       8.529319e-04       2.834582e-03       2.276303e-01       7.690382e-03       4.244990e-02
     1516000       7.009855e-03       2.682870e-04       3.795028e-03       2.734860e-01       5.919906e-03       4.121600e-02
     1518000       1.491638e-02       1.385641e-03       8.480504e-03       2.594231e-01       7.709038e-03       4.260762e-02
     1520000       1.256450e-02       4.941370e-04       7.047691e-03       1.700251e-01       7.432735e-03       3.617158e-02
     1522000       1.360203e-02       2.859827e-04       7.649731e-03       1.595347e-01       7.767740e-03       3.887849e-02
     1524000       1.120636e-02       4.774869e-04       6.389652e-03       1.744921e-01       1.193902e-02       3.934525e-02
     1526000       1.211802e-02       2.880416e-04       6.359264e-03       2.798823e-01       7.513536e-03       3.983551e-02
     1528000       6.252700e-03       5.623250e-04       3.213429e-03       3.233585e-01       8.049819e-03       4.455664e-02
     1530000       1.072868e-02       6.659047e-04       6.035281e-03       1.523335e-01       8.643313e-03       3.555234e-02
     1532000       1.353416e-02       5.131714e-04       7.231737e-03       1.720470e-01       8.322902e-03       3.589839e-02
     1534000       9.465497e-03       4.183171e-04       5.019649e-03       2.043230e-01       5.921676e-03       4.041875e-02
     1536000       1.235122e-02       5.612979e-04       6.841252e-03       1.694227e-01       1.008792e-02       3.834977e-02
     1538000       1.082776e-02       5.697591e-04       5.934857e-03       1.237047e-01       6.723196e-03       3.391313e-02
     1540000       7.399594e-03       4.052242e-04       3.973701e-03       1.123840e-01       7.214615e-03       3.210440e-02
     1542000       9.799949e-03       2.378112e-04       5.428396e-03       1.774129e-01       9.930283e-03       3.582659e-02
     1544000       1.269754e-02       3.283081e-04       6.705946e-03       1.354496e-01       6.634487e-03       3.498434e-02
     1546000       1.302494e-02       7.037421e-04       6.930232e-03       1.547000e-01       6.801237e-03       3.693669e-02
     1548000       1.245967e-02       8.518222e-04       7.003681e-03       1.591063e-01       7.588032e-03       3.600921e-02
     1550000       8.421188e-03       2.668103e-04       4.767394e-03       1.110914e-01       6.679448e-03       3.296694e-02
     1552000       4.791765e-03       2.754720e-04       2.582131e-03       2.263015e-01       5.882119e-03       3.227763e-02
     1554000       9.412604e-03       5.053915e-04       5.307230e-03       1.713203e-01       1.079945e-02       3.542033e-02
     1556000       1.215406e-02       6.252388e-04       6.488036e-03       1.697705e-01       8.573681e-03       3.695149e-02
     1558000       1.092886e-02       3.460488e-04       6.207524e-03       1.136036e-01       7.235574e-03       3.584110e-02
     1560000       1.072258e-02       6.460225e-04       6.092765e-03       2.094228e-01       6.255897e-03       4.306481e-02
     1562000       1.346277e-02       1.052321e-03       7.371517e-03       1.498729e-01       8.465514e-03       3.744049e-02
     1564000       8.320117e-03       3.890040e-04       4.656643e-03       1.797398e-01       7.476494e-03       3.651489e-02
     1566000       8.340456e-03       1.021940e-03       4.521681e-03       1.553614e-01       5.377463e-03       3.580984e-02
     1568000       1.079712e-02       5.064599e-04       6.179632e-03       1.181163e-01       7.993832e-03       3.386023e-02
     1570000       5.891961e-03       1.365265e-04       3.365939e-03       1.560837e-01       6.923350e-03       3.270368e-02
     1572000       8.189553e-03       3.308228e-04       4.349686e-03       1.775530e-01       8.271679e-03       3.675826e-02
     1574000       1.370492e-02       5.616881e-04       7.750953e-03       1.346270e-01       1.096990e-02       3.991154e-02
     1576000       1.423187e-02       8.837686e-04       7.615487e-03       1.644474e-01       1.035697e-02       3.966109e-02
     1578000       1.440181e-02       3.949081e-04       8.171519e-03       1.260830e-01       9.318769e-03       3.670897e-02
     1580000       1.014381e-02       3.249837e-04       5.603471e-03       1.569780e-01       6.111893e-03       3.326589e-02
     1582000       1.179261e-02       3.320800e-04       6.415483e-03       1.164057e-01       5.721395e-03       3.465988e-02
     1584000       7.240328e-03       1.375483e-03       3.831862e-03       2.585016e-01       6.489493e-03       4.360702e-02
     1586000       8.246274e-03       7.597190e-04       4.750535e-03       1.579041e-01       7.663168e-03       3.645783e-02
     1588000       1.087498e-02       7.933019e-04       5.430009e-03       1.832122e-01       8.558452e-03       4.108100e-02
     1590000       1.393696e-02       5.514582e-04       7.456522e-03       1.203196e-01       6.885020e-03       3.519278e-02
     1592000       1.002726e-02       7.328641e-04       5.553758e-03       1.317478e-01       6.297742e-03       3.488756e-02
     1594000       9.463766e-03       4.440958e-04       5.397959e-03       2.188374e-01       8.702636e-03       3.723916e-02
